
SBS36	39	0	0.373900966300059	0.423710797166793	TRUE	4	1	1	5	2500	SBS2	0	1758105463	0.521	9	76	1509
SBS18	209.8	103.6	0.235781775391954	0.235861310334268	TRUE	4	0.943127101567816	0.94344524133707	5	2500	SBS2	0	1758105531	0.526	10	76	1510
SBS1	748.8	775.4	0.141827726052236	0.208690443136964	TRUE	3	0.425483178156707	0.626071329410892	5	2500	SBS2	0	1758105602	0.462	11	76	1511
SBS1	771	787.4	0.261434761503174	0.207299840313741	TRUE	3	0.784304284509522	0.621899520941224	5	2500	SBS2	0	1758105671	0.153	12	76	1512
SBS1	758.8	769.6	0.321784602734921	0.345741825860727	TRUE	3	0.965353808204762	1	5	2500	SBS2	0	1758105740	0.634	13	76	1513
SBS5	1476.6	1668.6	0.0102980286268525	0.0317460317460317	TRUE	3	0.0308940858805576	0.0952380952380952	5	2500	SBS2	0	1758105806	0.313	14	76	1514
SBS1	747.8	769.4	0.435506961773296	0.69047619047619	TRUE	3	1	1	5	2500	SBS2	0	1758105874	0.989	15	76	1515
SBS1	759.4	754.4	0.797508879475466	0.916562644679541	TRUE	3	1	1	5	2500	SBS2	0	1758105947	0.95	16	76	1516
SBS5	1598.8	1645.4	0.58058189962238	0.547619047619048	TRUE	3	1	1	5	2500	SBS2	0	1758106013	0.285	17	76	1517
SBS5	1586.6	1580.6	0.94577660112493	1	TRUE	3	1	1	5	2500	SBS2	0	1758106084	0.477	18	76	1518
SBS1	776.2	770.8	0.698986615792213	0.401965358356735	TRUE	3	1	1	5	2500	SBS2	0	1758106150	0.78	19	76	1519
SBS36	36.4	0	0.373900966300059	0.423710797166793	TRUE	4	1	1	5	2500	SBS2	0	1758106215	0.675	20	76	1520
SBS5	1497.4	1672.4	0.0272089711673321	0.00793650793650794	TRUE	3	0.0816269135019964	0.0238095238095238	5	2500	SBS2	0.02	1758106263	0.004	1	77	1521
SBS5	1570.8	1713.4	0.121036627560581	0.0555555555555556	TRUE	3	0.363109882681742	0.166666666666667	5	2500	SBS2	0.02	1758106332	0.02	2	77	1522
SBS5	1522.8	1622.2	0.241120432223398	0.150793650793651	TRUE	4	0.964481728893591	0.603174603174603	5	2500	SBS2	0.02	1758106400	0.007	3	77	1523
SBS1	768.6	793.2	0.0781062916527553	0.150793650793651	TRUE	3	0.234318874958266	0.452380952380952	5	2500	SBS2	0.02	1758106469	0.013	4	77	1524
