signature	mean_A	mean_B	p_ttest	p_wilcox	p_ttest_Bonf	p_ttest_BH	p_wilcox_Bonf	p_wilcox_BH	n_samples	n_mutations	additional_sig	frac_extra	seed	amsd_p	replicate	param_set	run_id
SBS5	21.5664	27.0224	4.35765405274794e-26	3.91595447292943e-25	3.13751091797852e-24	3.13751091797852e-24	2.81948722050919e-23	2.81948722050919e-23	625	50	SBS40	0.2	1756189068	0.001	6	16	156
SBS5	21.1552	27.4912	1.09031914156015e-33	9.99567788804055e-33	7.74126590507706e-32	7.74126590507706e-32	7.09693130050879e-31	7.09693130050879e-31	625	50	SBS40	0.2	1756189468	0.001	7	16	157
SBS5	21.4832	27.2208	1.19641246163179e-29	1.69879850259735e-30	8.85345221607524e-28	8.85345221607524e-28	1.25711089192204e-28	1.25711089192204e-28	625	50	SBS40	0.2	1756189850	0.001	8	16	158
SBS5	21.2288	27.4864	3.15746326812188e-32	2.88309399402666e-31	2.30494818572897e-30	2.30494818572897e-30	2.10465861563946e-29	2.10465861563946e-29	625	50	SBS40	0.2	1756190242	0.001	9	16	159
SBS5	21.016	26.2944	1.13576384818545e-24	6.73886096225622e-26	8.2910760917538e-23	8.2910760917538e-23	4.91936850244704e-24	4.91936850244704e-24	625	50	SBS40	0.2	1756190632	0.001	10	16	160
SBS18	155.2	274.8	0.134303584650211	0.0936926194932482	0.402910753950632	0.402910753950632	0.281077858479745	0.281077858479745	5	2500	SBS40	0.02	1756191022	0.121	1	17	161
SBS5	1499.6	1735.6	0.00324015719361105	0.00793650793650794	0.00972047158083315	0.00972047158083315	0.0238095238095238	0.0238095238095238	5	2500	SBS40	0.02	1756191080	0.353	2	17	162
SBS18	53.8	161.4	0.243913391614127	0.239316541221495	0.73174017484238	0.544856535177542	0.717949623664486	0.717949623664486	5	2500	SBS40	0.02	1756191136	0.514	3	17	163
SBS1	773.8	753.6	0.2287023424279	0.30952380952381	0.686107027283699	0.673049070159455	0.928571428571429	0.547619047619048	5	2500	SBS40	0.02	1756191195	0.207	4	17	164
SBS36	0	40.2	0.373900966300059	0.423710797166793	1	0.943523941951125	1	0.73015873015873	5	2500	SBS40	0.02	1756191255	0.297	5	17	165
SBS1	741.8	761.4	0.195866145041817	0.222222222222222	0.587598435125452	0.587598435125452	0.666666666666667	0.464285714285714	5	2500	SBS40	0.02	1756191312	0.094	6	17	166
SBS1	732.8	779.8	0.00131029476100664	0.0119252335930176	0.00393088428301992	0.00393088428301992	0.0357757007790528	0.0357757007790528	5	2500	SBS40	0.02	1756191369	0.061	7	17	167
SBS18	145.2	215.2	0.410109098004576	0.13879173842361	1	0.833673812951026	0.416375215270829	0.416375215270829	5	2500	SBS40	0.02	1756191428	0.86	8	17	168
SBS18	104.8	214.4	0.229491931451116	0.235861310334268	0.688475794353349	0.624100013083225	0.707583931002803	0.707583931002803	5	2500	SBS40	0.02	1756191485	0.032	9	17	169
SBS1	772.8	755.4	0.408098857687742	0.420634920634921	1	0.737907402218677	1	0.420634920634921	5	2500	SBS40	0.02	1756191539	0.712	10	17	170
SBS5	1629.2	1748.2	0.128498675733319	0.208690443136964	0.385496027199957	0.385496027199957	0.626071329410892	0.626071329410892	5	2500	SBS40	0.05	1756191582	0.085	1	18	171
SBS5	1460.6	1682.6	0.0944616777470247	0.0593270609465235	0.377846710988099	0.377846710988099	0.237308243786094	0.237308243786094	5	2500	SBS40	0.05	1756191640	0.351	2	18	172
SBS1	768.6	752.6	0.245312995661954	0.525808953452939	0.735938986985863	0.487991760142126	1	0.525808953452939	5	2500	SBS40	0.05	1756191695	0.504	3	18	173
SBS5	1544.6	1654	0.123506635686675	0.0952380952380952	0.370519907060024	0.370519907060024	0.285714285714286	0.285714285714286	5	2500	SBS40	0.05	1756191751	0.457	4	18	174
SBS18	156	228.8	0.423211726337557	0.203091787577168	1	0.675948363001405	0.609275362731504	0.609275362731504	5	2500	SBS40	0.05	1756191807	0.395	5	18	175
SBS18	154.8	276.2	0.12822078547117	0.0355788332395941	0.38466235641351	0.38466235641351	0.106736499718782	0.106736499718782	5	2500	SBS40	0.05	1756191867	0.219	6	18	176
SBS5	1570.2	1712.6	0.102419171457654	0.222222222222222	0.307257514372963	0.307257514372963	0.666666666666667	0.666666666666667	5	2500	SBS40	0.05	1756191931	0.474	7	18	177
SBS5	1473.8	1769.2	0.00493257898147142	0.00793650793650794	0.0147977369444143	0.0147977369444143	0.0238095238095238	0.0238095238095238	5	2500	SBS40	0.05	1756191990	0.165	8	18	178
SBS18	160.4	276.2	0.153358060909536	0.294801991933705	0.460074182728609	0.460074182728609	0.884405975801114	0.69047619047619	5	2500	SBS40	0.05	1756192050	0.304	9	18	179
SBS5	1489.2	1638	0.0186588282341224	0.00793650793650794	0.0559764847023672	0.0559764847023672	0.0238095238095238	0.0238095238095238	5	2500	SBS40	0.05	1756192112	0.136	10	18	180
SBS5	1434.6	1789	0.0118067257718987	0.00793650793650794	0.047226903087595	0.047226903087595	0.0317460317460317	0.0317460317460317	5	2500	SBS40	0.1	1756192167	0.008	1	19	181
SBS5	1563.8	1701	0.0708754247024103	0.0952380952380952	0.212626274107231	0.176711738018695	0.285714285714286	0.142857142857143	5	2500	SBS40	0.1	1756192224	0.009	2	19	182
SBS5	1459.8	1729	0.00613767151814232	0.00793650793650794	0.018413014554427	0.018413014554427	0.0238095238095238	0.0238095238095238	5	2500	SBS40	0.1	1756192282	0.039	3	19	183
SBS5	1568.4	1731.6	0.0643153589576561	0.222222222222222	0.257261435830625	0.257261435830625	0.888888888888889	0.690539195163435	5	2500	SBS40	0.1	1756192336	0.025	4	19	184
SBS5	1499.2	1688.4	1.40006931376672e-05	0.00793650793650794	4.20020794130017e-05	4.20020794130017e-05	0.0238095238095238	0.0238095238095238	5	2500	SBS40	0.1	1756192394	0.013	5	19	185
SBS5	1559.6	1686.4	0.105001291531337	0.222222222222222	0.31500387459401	0.218170850074164	0.666666666666667	0.333333333333333	5	2500	SBS40	0.1	1756192453	0.023	6	19	186
SBS5	1576.6	1694.4	0.123999851573178	0.420634920634921	0.371999554719535	0.209594451485082	1	0.547619047619048	5	2500	SBS40	0.1	1756192514	0.18	7	19	187
SBS18	162.2	296.8	0.114013174916427	0.0585526301568266	0.342039524749282	0.238009660353237	0.17565789047048	0.17565789047048	5	2500	SBS40	0.1	1756192572	0.01	8	19	188
SBS5	1566.4	1772.2	0.0234147301790054	0.0158730158730159	0.0702441905370161	0.0702441905370161	0.0476190476190476	0.0476190476190476	5	2500	SBS40	0.1	1756192627	0.008	9	19	189
SBS18	96.2	244.6	0.121093858500082	0.0669552823173684	0.484375434000327	0.484375434000327	0.267821129269474	0.267821129269474	5	2500	SBS40	0.1	1756192682	0.006	10	19	190
SBS5	1547.6	1913.2	0.000106504775406386	0.00793650793650794	0.000426019101625544	0.000426019101625544	0.0317460317460317	0.0317460317460317	5	2500	SBS40	0.2	1756192725	0.008	1	20	191
SBS5	1543.2	1807.6	0.0575641913153551	0.150793650793651	0.287820956576775	0.287820956576775	0.753968253968254	0.525808953452939	5	2500	SBS40	0.2	1756192779	0.01	2	20	192
SBS5	1552.2	1941	0.00013212987312669	0.00793650793650794	0.00052851949250676	0.00052851949250676	0.0317460317460317	0.0317460317460317	5	2500	SBS40	0.2	1756192833	0.006	3	20	193
SBS5	1572.8	1887	0.00562038298618893	0.00793650793650794	0.0168611489585668	0.0168611489585668	0.0238095238095238	0.0178878503895264	5	2500	SBS40	0.2	1756192891	0.01	4	20	194
SBS5	1507.6	1875	2.10339883864134e-06	0.0119252335930176	8.41359535456538e-06	8.41359535456538e-06	0.0477009343720704	0.0477009343720704	5	2500	SBS40	0.2	1756192946	0.009	5	20	195
SBS5	1536.6	1890.6	0.000968912112600816	0.00793650793650794	0.00290673633780245	0.00290673633780245	0.0238095238095238	0.0119047619047619	5	2500	SBS40	0.2	1756193000	0.009	6	20	196
SBS18	104	278.8	0.1025391286794	0.0669552823173684	0.4101565147176	0.4101565147176	0.267821129269474	0.267821129269474	5	2500	SBS40	0.2	1756193055	0.007	7	20	197
SBS18	106.4	259.2	0.135622035450137	0.0660753110898275	0.542488141800549	0.332627098651301	0.26430124435931	0.26430124435931	5	2500	SBS40	0.2	1756193114	0.007	8	20	198
SBS5	1556.2	1894	0.00624020908721522	0.00793650793650794	0.0187206272616457	0.0187206272616457	0.0238095238095238	0.0178878503895264	5	2500	SBS40	0.2	1756193173	0.006	9	20	199
SBS5	1529.2	1732.8	0.257819007851346	0.150793650793651	1	0.391717433429697	0.603174603174603	0.301587301587302	5	2500	SBS40	0.2	1756193232	0.007	10	20	200
SBS18	98.96	150.52	0.18674858918998	0.320481304195473	0.56024576756994	0.56024576756994	0.961443912586419	0.437450507168754	25	2500	SBS40	0.02	1756193275	0.36	1	21	201
SBS18	168.36	206.44	0.284117652492351	0.13216578662143	0.852352957477053	0.852352957477053	0.39649735986429	0.198248679932145	25	2500	SBS40	0.02	1756193343	0.438	2	21	202
SBS18	118.56	166.24	0.228665908797141	0.184517618059729	0.685997726391424	0.556497423642137	0.553552854179186	0.276776427089593	25	2500	SBS40	0.02	1756193413	0.492	3	21	203
SBS95	0	12.96	0.327286881279785	0.337055214933676	1	0.64050281243099	1	0.449406953244901	25	2500	SBS40	0.02	1756193486	0.892	4	21	204
SBS1	767.52	754.64	0.0931329076724585	0.137488263313906	0.279398723017376	0.279398723017376	0.412464789941718	0.199849659520935	25	2500	SBS40	0.02	1756193561	0.165	5	21	205
SBS1	766.04	759.2	0.31860819016882	0.285692749944117	1	0.644109203378157	1	0.505582822400513	25	2500	SBS40	0.02	1756193630	0.026	6	21	206
SBS18	135.32	217.24	0.0227822182675756	0.00541116741890982	0.0683466548027268	0.0683466548027268	0.0162335022567295	0.0162335022567295	25	2500	SBS40	0.02	1756193698	0.807	7	21	207
SBS18	159.08	204.12	0.212336039452207	0.173331533394332	0.849344157808829	0.849344157808829	0.693326133577328	0.393814282136738	25	2500	SBS40	0.02	1756193771	0.393	8	21	208
SBS18	178.56	211.96	0.322109682447065	0.35233487859841	0.966329047341194	0.456336594298937	1	0.5092957899657	25	2500	SBS40	0.02	1756193839	0.496	9	21	209
SBS5	1555.48	1613.6	0.109700608021669	0.0152860116701641	0.438802432086675	0.438802432086675	0.0611440466806562	0.0611440466806562	25	2500	SBS40	0.02	1756193911	0.568	10	21	210
SBS5	1563.24	1650.32	0.00851864197987181	0.00111476912194757	0.0255559259396154	0.0255559259396154	0.00334430736584271	0.00334430736584271	25	2500	SBS40	0.05	1756193975	0.04	1	22	211
SBS40	0	56	0.161606107811687	0.161513318467542	0.646424431246748	0.605264215150081	0.646053273870169	0.246217915296653	25	2500	SBS40	0.05	1756194043	0.035	2	22	212
SBS5	1595.28	1658.12	0.113634050915899	0.0711312891797508	0.454536203663596	0.298126766130282	0.284525156719003	0.142262578359502	25	2500	SBS40	0.05	1756194124	0.005	3	22	213
SBS5	1580.6	1653.24	0.0229913406889051	0.029763495445829	0.0689740220667153	0.0689740220667153	0.0892904863374869	0.0735971866148609	25	2500	SBS40	0.05	1756194197	0.001	4	22	214
SBS5	1555.04	1630.4	0.0186042910803214	0.000970438160587846	0.0744171643212855	0.0744171643212855	0.00388175264235138	0.00388175264235138	25	2500	SBS40	0.05	1756194263	0.001	5	22	215
SBS18	96.16	215.48	0.00193656446468861	0.00218979847619979	0.00580969339406584	0.00580969339406584	0.00656939542859938	0.00656939542859938	25	2500	SBS40	0.05	1756194333	0.001	6	22	216
SBS40	0	55.88	0.161629108558483	0.161513318467542	0.808145542792416	0.401224964132645	0.807566592337711	0.40042353811968	25	2500	SBS40	0.05	1756194403	0.004	7	22	217
SBS18	171.76	254.16	0.0108322916407056	0.0212624162661872	0.0433291665628225	0.0433291665628225	0.0850496650647488	0.0850496650647488	25	2500	SBS40	0.05	1756194480	0.006	8	22	218
SBS18	117.52	222.24	0.00503345315350345	0.00519774441078132	0.0201338126140138	0.0201338126140138	0.0207909776431253	0.0207909776431253	25	2500	SBS40	0.05	1756194557	0.001	9	22	219
SBS1	771.6	755.48	0.0177471915843161	0.0343120974246769	0.0709887663372643	0.0709887663372643	0.137248389698708	0.0686241948493538	25	2500	SBS40	0.05	1756194624	0.001	10	22	220
SBS5	1533.72	1689.12	1.26173854352242e-08	1.38294599142062e-05	5.04695417408969e-08	5.04695417408969e-08	5.53178396568249e-05	2.76589198284125e-05	25	2500	SBS40	0.1	1756194687	0.001	1	23	221
SBS18	135.24	285.48	1.26032202451646e-05	1.62873828945126e-07	6.30161012258232e-05	6.30161012258232e-05	8.14369144725629e-07	8.14369144725629e-07	25	2500	SBS40	0.1	1756194758	0.001	2	23	222
SBS5	1568.48	1680.16	0.00209220445761258	0.0026314378436263	0.0104610222880629	0.00944695187504291	0.0131571892181315	0.00657859460906574	25	2500	SBS40	0.1	1756194826	0.001	3	23	223
SBS5	1571.04	1713.12	2.09926053145799e-05	0.00699000679237044	8.39704212583195e-05	8.39704212583195e-05	0.0279600271694818	0.0139800135847409	25	2500	SBS40	0.1	1756194895	0.001	4	23	224
SBS5	1577	1696.4	0.0027546261945336	0.0123094073181883	0.013773130972668	0.013773130972668	0.0615470365909414	0.0307735182954707	25	2500	SBS40	0.1	1756194964	0.001	5	23	225
SBS5	1555.24	1705.16	0.00148104842687979	0.00059281235990323	0.00740524213439895	0.00740524213439895	0.00296406179951615	0.00244858545989134	25	2500	SBS40	0.1	1756195034	0.001	6	23	226
SBS5	1587.72	1756.56	1.43651603647234e-05	0.00360289368228278	4.30954810941701e-05	4.30954810941701e-05	0.0108086810468483	0.00575163853334161	25	2500	SBS40	0.1	1756195108	0.001	7	23	227
SBS5	1555.76	1691.6	1.04418309079351e-05	0.00383309856708617	3.13254927238052e-05	3.13254927238052e-05	0.0114992957012585	0.00574964785062926	25	2500	SBS40	0.1	1756195182	0.001	8	23	228
SBS18	150.6	272.04	0.000980685348428169	3.82049679752631e-06	0.00392274139371267	0.00392274139371267	1.52819871901052e-05	1.52819871901052e-05	25	2500	SBS40	0.1	1756195256	0.001	9	23	229
SBS18	107.6	250.4	0.000198412214825681	5.30050778387732e-05	0.000793648859302724	0.000793648859302724	0.000212020311355093	0.000212020311355093	25	2500	SBS40	0.1	1756195335	0.001	10	23	230
SBS5	1554.12	1810.76	7.23888894991311e-05	3.52262366866767e-06	0.000434333336994787	0.000434333336994787	2.1135742012006e-05	2.1135742012006e-05	25	2500	SBS40	0.2	1756195397	0.001	1	24	231
SBS5	1578.12	1887	5.29959267232297e-09	2.56177413321274e-08	2.64979633616148e-08	2.64979633616148e-08	1.28088706660637e-07	1.28088706660637e-07	25	2500	SBS40	0.2	1756195466	0.001	2	24	232
SBS18	103	313.72	2.83801078358393e-07	2.50651517932668e-07	1.41900539179197e-06	1.41900539179197e-06	1.25325758966334e-06	9.23155633187316e-07	25	2500	SBS40	0.2	1756195536	0.001	3	24	233
SBS5	1556.36	1844.32	2.7203529235246e-07	3.70213342357892e-07	1.3601764617623e-06	1.3601764617623e-06	1.85106671178946e-06	1.85106671178946e-06	25	2500	SBS40	0.2	1756195607	0.001	4	24	234
SBS18	136.68	306.04	2.06558786961649e-05	5.26579918341572e-07	0.000103279393480825	0.000103279393480825	2.63289959170786e-06	2.63289959170786e-06	25	2500	SBS40	0.2	1756195684	0.001	5	24	235
SBS5	1557.52	1785.72	0.000415432200046886	3.88700158732807e-05	0.00166172880018754	0.00166172880018754	0.000155480063493123	7.77400317465613e-05	25	2500	SBS40	0.2	1756195756	0.001	6	24	236
SBS5	1574.04	1864.76	3.15588241887975e-09	2.56177413321274e-08	1.57794120943988e-08	1.57794120943988e-08	1.28088706660637e-07	1.28088706660637e-07	25	2500	SBS40	0.2	1756195828	0.001	7	24	237
SBS18	117.88	304.72	1.59567939727238e-05	1.85071987648296e-06	6.38271758908952e-05	6.38271758908952e-05	7.40287950593184e-06	7.40287950593184e-06	25	2500	SBS40	0.2	1756195902	0.001	8	24	238
SBS18	157.76	302.72	0.000424758743598488	5.32472458866638e-06	0.00169903497439395	0.00169903497439395	2.12988983546655e-05	2.12988983546655e-05	25	2500	SBS40	0.2	1756195979	0.001	9	24	239
SBS5	1556.64	1839.92	6.00381272690223e-07	3.01550461838999e-07	3.00190636345111e-06	3.00190636345111e-06	1.50775230919499e-06	1.50775230919499e-06	25	2500	SBS40	0.2	1756196052	0.001	10	24	240
SBS18	150.808	187.864	0.0257262049136347	0.00320325472557709	0.128631024568173	0.12619394255216	0.0160162736278854	0.0160162736278854	125	2500	SBS40	0.02	1756196111	0.007	1	25	241
SBS36	0	4.472	0.083710877051627	0.0828517260420987	0.418554385258135	0.262048020218339	0.414258630210494	0.207129315105247	125	2500	SBS40	0.02	1756196244	0.055	2	25	242
SBS18	146.064	181.792	0.0331894113615814	0.00238928623869739	0.199136468169488	0.199136468169488	0.0143357174321843	0.0103397271645654	125	2500	SBS40	0.02	1756196377	0.011	3	25	243
SBS18	154.008	180.528	0.115730032722133	0.0205998174508337	0.6943801963328	0.344692385139982	0.123598904705002	0.0617994523525012	125	2500	SBS40	0.02	1756196514	0.007	4	25	244
SBS18	121.312	178.48	0.000666300295253549	3.57441895330863e-05	0.0039978017715213	0.0039978017715213	0.000214465137198518	0.000214465137198518	125	2500	SBS40	0.02	1756196649	0.007	5	25	245
SBS18	136.968	189.048	0.00153331974762265	2.80537039609791e-05	0.00766659873811323	0.00766659873811323	0.000140268519804896	0.000140268519804896	125	2500	SBS40	0.02	1756196781	0.006	6	25	246
SBS18	144.544	181.032	0.029702215691726	0.00557573970392422	0.118808862766904	0.118808862766904	0.0223029588156969	0.0111514794078484	125	2500	SBS40	0.02	1756196925	0.027	7	25	247
SBS18	120.464	185.92	7.59873796514342e-05	0.000183201378289328	0.000379936898257171	0.000379936898257171	0.000916006891446641	0.000916006891446641	125	2500	SBS40	0.02	1756197065	0.001	8	25	248
SBS18	153.096	198.624	0.00488134199337906	0.00283984497814029	0.0244067099668953	0.0244067099668953	0.0141992248907015	0.00709961244535073	125	2500	SBS40	0.02	1756197212	0.016	9	25	249
SBS18	148.792	181.56	0.0468360957820778	0.00389861294076941	0.281016574692467	0.224588492152562	0.0233916776446164	0.0116958388223082	125	2500	SBS40	0.02	1756197357	0.001	10	25	250
SBS5	1573.568	1626.24	0.00166186406377185	3.14800446702004e-06	0.00997118438263111	0.0059342184939365	1.88880268021203e-05	9.44401340106013e-06	125	2500	SBS40	0.05	1756197485	0.001	1	26	251
SBS5	1553.352	1644.56	2.93784644604527e-10	3.05803541327008e-13	1.17513857841811e-09	1.17513857841811e-09	1.22321416530803e-12	1.22321416530803e-12	125	2500	SBS40	0.05	1756197632	0.001	2	26	252
SBS18	144.44	211.44	5.95277048683469e-05	2.28835916136581e-06	0.000357166229210081	0.000357166229210081	1.37301549681949e-05	1.37301549681949e-05	125	2500	SBS40	0.05	1756197767	0.001	3	26	253
SBS18	158.68	235.576	7.88598881435197e-07	1.94649971809228e-11	4.73159328861118e-06	4.73159328861118e-06	1.16789983085537e-10	1.16789983085537e-10	125	2500	SBS40	0.05	1756197910	0.001	4	26	254
SBS18	135.12	214.08	1.83663052054319e-06	1.54999059677491e-09	1.10197831232591e-05	1.10197831232591e-05	9.29994358064948e-09	9.29994358064948e-09	125	2500	SBS40	0.05	1756198040	0.001	5	26	255
SBS18	133.208	212.888	2.23393131254878e-06	1.92016019243352e-10	1.34035878752927e-05	1.34035878752927e-05	1.15209611546011e-09	1.15209611546011e-09	125	2500	SBS40	0.05	1756198172	0.001	6	26	256
SBS18	124.12	211.048	2.25429333418818e-07	3.55219804315277e-11	1.12714666709409e-06	1.12714666709409e-06	1.77609902157638e-10	1.77609902157638e-10	125	2500	SBS40	0.05	1756198305	0.001	7	26	257
SBS18	163.616	229.312	2.69003152052997e-05	1.05095325399804e-10	0.000161401891231798	0.000161401891231798	6.30571952398824e-10	6.30571952398824e-10	125	2500	SBS40	0.05	1756198444	0.001	8	26	258
SBS18	138.016	214.4	4.97716917120949e-06	4.22858031584621e-10	2.48858458560474e-05	2.48858458560474e-05	2.1142901579231e-09	2.1142901579231e-09	125	2500	SBS40	0.05	1756198584	0.001	9	26	259
SBS5	1587.6	1647.616	3.09631400525956e-05	2.04113485165485e-05	0.000154815700262978	0.000154815700262978	0.000102056742582742	5.10283712913712e-05	125	2500	SBS40	0.05	1756198733	0.001	10	26	260
SBS5	1577.768	1720.784	9.11771235389499e-20	8.59148280088445e-12	5.47062741233699e-19	5.47062741233699e-19	5.15488968053067e-11	2.57744484026534e-11	125	2500	SBS40	0.1	1756198857	0.001	1	27	261
SBS5	1571.36	1711.688	8.13217230091007e-18	7.65026299398272e-12	4.06608615045504e-17	4.06608615045504e-17	3.82513149699136e-11	1.91256574849568e-11	125	2500	SBS40	0.1	1756198998	0.001	2	27	262
SBS18	139.536	261.12	1.20352502906204e-13	3.94748003313747e-22	6.01762514531019e-13	6.01762514531019e-13	1.97374001656873e-21	1.97374001656873e-21	125	2500	SBS40	0.1	1756199142	0.001	3	27	263
SBS5	1568.792	1726.648	2.62234389397853e-21	1.73623455530665e-14	1.83564072578497e-20	1.83564072578497e-20	1.21536418871465e-13	6.07682094357326e-14	125	2500	SBS40	0.1	1756199282	0.001	4	27	264
SBS18	139.744	265.952	7.5970990878131e-15	2.87742463102724e-25	4.55825945268786e-14	4.55825945268786e-14	1.72645477861634e-24	1.72645477861634e-24	125	2500	SBS40	0.1	1756199421	0.001	5	27	265
SBS5	1584.224	1717.04	8.89785430684937e-18	7.60299428788083e-09	7.1182834454795e-17	7.1182834454795e-17	6.08239543030467e-08	3.04119771515233e-08	125	2500	SBS40	0.1	1756199566	0.001	6	27	266
SBS5	1569.072	1706	1.30582807752724e-19	4.53766433516693e-12	7.83496846516342e-19	7.83496846516342e-19	2.72259860110016e-11	1.36129930055008e-11	125	2500	SBS40	0.1	1756199713	0.001	7	27	267
SBS18	119.736	258.968	6.59425477822691e-17	2.46139615512401e-24	4.61597834475884e-16	4.61597834475884e-16	1.72297730858681e-23	1.72297730858681e-23	125	2500	SBS40	0.1	1756199857	0.001	8	27	268
SBS5	1573.568	1694	1.63646105711719e-12	1.49476052201879e-10	8.18230528558597e-12	5.86060758576602e-12	7.47380261009395e-10	3.73690130504698e-10	125	2500	SBS40	0.1	1756200005	0.001	9	27	269
SBS5	1581.32	1728.512	8.19656984803411e-21	2.25615014534089e-11	4.91794190882046e-20	4.91794190882046e-20	1.35369008720453e-10	6.76845043602267e-11	125	2500	SBS40	0.1	1756200152	0.001	10	27	270
SBS18	145.608	304.456	2.97872517780223e-19	3.87959765216969e-27	1.78723510668134e-18	1.78723510668134e-18	2.32775859130181e-26	2.32775859130181e-26	125	2500	SBS40	0.2	1756200275	0.001	1	28	271
SBS5	1579.528	1850.864	9.14418594129098e-29	1.69060593070853e-30	6.40093015890369e-28	6.40093015890369e-28	1.18342415149597e-29	1.18342415149597e-29	125	2500	SBS40	0.2	1756200421	0.001	2	28	272
SBS18	153.568	284.488	1.66263145159019e-12	4.09318137606519e-21	1.16384201611313e-11	1.16384201611313e-11	2.86522696324563e-20	2.86522696324563e-20	125	2500	SBS40	0.2	1756200563	0.001	3	28	273
SBS18	135.176	294.936	3.35687519395899e-18	3.67242300590364e-25	2.01412511637539e-17	2.01412511637539e-17	2.20345380354218e-24	1.10172690177109e-24	125	2500	SBS40	0.2	1756200699	0.001	4	28	274
SBS5	1565.92	1861.928	5.75396426469198e-32	1.22458858020572e-31	4.02777498528439e-31	4.02777498528439e-31	8.57212006144006e-31	8.57212006144006e-31	125	2500	SBS40	0.2	1756200840	0.001	5	28	275
SBS5	1576.984	1822.28	6.31960299580968e-21	2.85361127812092e-26	3.79176179748581e-20	3.79176179748581e-20	1.71216676687255e-25	8.56083383436276e-26	125	2500	SBS40	0.2	1756200978	0.001	6	28	276
SBS5	1581.672	1828.208	2.63014984296161e-20	2.1777813037932e-27	1.57808990577697e-19	1.57808990577697e-19	1.30666878227592e-26	1.30666878227592e-26	125	2500	SBS40	0.2	1756201132	0.001	7	28	277
SBS5	1587.6	1857.536	2.52754376474755e-33	9.76902014053887e-33	1.26377188237377e-32	1.26377188237377e-32	4.88451007026943e-32	4.60808648943949e-32	125	2500	SBS40	0.2	1756201283	0.001	8	28	278
SBS5	1585.008	1859.784	1.36385931651161e-27	1.31662597251827e-31	6.81929658255806e-27	6.81929658255806e-27	6.58312986259134e-31	6.58312986259134e-31	125	2500	SBS40	0.2	1756201436	0.001	9	28	279
SBS5	1583.408	1842.184	4.71496721102901e-25	2.06715591297811e-29	2.82898032661741e-24	2.82898032661741e-24	1.24029354778687e-28	9.61197765964967e-29	125	2500	SBS40	0.2	1756201593	0.001	10	28	280
SBS5	1573.0288	1598.9232	0.00010311235912403	3.19112289227938e-21	0.000618674154744179	0.000618674154744179	1.91467373536763e-20	1.91467373536763e-20	625	2500	SBS40	0.02	1756201743	0.001	1	29	281
SBS5	1576.6144	1602.8128	7.13573398509932e-05	8.94946351234496e-22	0.000428144039105959	0.000428144039105959	5.36967810740698e-21	5.36967810740698e-21	625	2500	SBS40	0.02	1756202262	0.001	2	29	282
SBS18	157.0432	181.8816	0.000778809211266207	1.85998446982792e-07	0.00700928290139586	0.00700928290139586	1.67398602284513e-06	8.36993011422565e-07	625	2500	SBS40	0.02	1756202775	0.001	3	29	283
SBS18	148.6336	179.992	2.46033303977907e-05	2.18394164342605e-09	0.000172223312784535	0.000172223312784535	1.52875915039823e-08	7.64379575199117e-09	625	2500	SBS40	0.02	1756203265	0.001	4	29	284
SBS18	153.0832	179.5568	0.000355677274010529	5.9675776186606e-06	0.00213406364406317	0.00213406364406317	3.58054657119636e-05	1.79027328559818e-05	625	2500	SBS40	0.02	1756203734	0.001	5	29	285
SBS18	145.8432	186.0144	5.11764398671126e-08	6.25797577406118e-11	4.09411518936901e-07	4.09411518936901e-07	5.00638061924894e-10	2.50319030962447e-10	625	2500	SBS40	0.02	1756204228	0.001	6	29	286
SBS18	142.8208	172.872	5.68492494819991e-05	2.94456428060147e-07	0.000341095496891994	0.000341095496891994	1.76673856836088e-06	8.8336928418044e-07	625	2500	SBS40	0.02	1756204708	0.001	7	29	287
SBS18	152.6528	185.648	7.43507546715218e-06	1.59676093639822e-09	4.46104528029131e-05	4.46104528029131e-05	9.58056561838932e-09	4.79028280919466e-09	625	2500	SBS40	0.02	1756205183	0.001	8	29	288
SBS5	1569.0352	1600.872	2.44867964814122e-06	6.11756373263575e-24	1.71407575369886e-05	1.71407575369886e-05	4.28229461284503e-23	4.28229461284503e-23	625	2500	SBS40	0.02	1756205658	0.001	9	29	289
SBS5	1572.24	1599.0832	7.68820528647956e-05	4.12861956742349e-23	0.000461292317188774	0.000461292317188774	2.47717174045409e-22	2.47717174045409e-22	625	2500	SBS40	0.02	1756206128	0.001	10	29	290
SBS5	1574.4688	1637.3232	1.2487630990058e-19	7.41200807259011e-27	9.99010479204642e-19	9.99010479204642e-19	5.92960645807209e-26	2.96480322903604e-26	625	2500	SBS40	0.05	1756206595	0.001	1	30	291
SBS5	1580.4752	1641.12	1.07328121148568e-17	2.24118444446249e-24	6.43968726891405e-17	5.86223003002124e-17	1.34471066667749e-23	6.72355333338747e-24	625	2500	SBS40	0.05	1756207080	0.001	2	30	292
SBS5	1572.9392	1643.7696	3.14470414167602e-25	1.48581522348532e-31	2.20129289917321e-24	2.20129289917321e-24	1.04007065643972e-30	5.20035328219862e-31	625	2500	SBS40	0.05	1756207562	0.001	3	30	293
SBS5	1572.56	1638.6848	7.44264664549779e-23	2.6836174444781e-27	7.44264664549779e-22	7.44264664549779e-22	2.6836174444781e-26	1.34180872223905e-26	625	2500	SBS40	0.05	1756208042	0.001	4	30	294
