signature	mean_A	mean_B	p_ttest	p_wilcox	p_ttest_Bonf	p_ttest_BH	p_wilcox_Bonf	p_wilcox_BH	n_samples	n_mutations	additional_sig	frac_extra	seed	amsd_p	replicate	param_set	run_id
SBS18	155.0048	219.2864	9.3196346552853e-19	6.15310627442777e-35	5.59178079317118e-18	5.59178079317118e-18	3.69186376465666e-34	3.69186376465666e-34	625	2500	SBS40	0.05	1756208535	0.001	5	30	295
SBS5	1572.5456	1633.472	3.15184024521756e-19	6.49236469617685e-27	2.8366562206958e-18	2.8366562206958e-18	5.84312822655916e-26	2.92156411327958e-26	625	2500	SBS40	0.05	1756209020	0.001	6	30	296
SBS5	1575.9872	1636.24	2.01598510199731e-19	7.93280844456568e-24	1.20959106119839e-18	1.20959106119839e-18	4.75968506673941e-23	2.3798425333697e-23	625	2500	SBS40	0.05	1756209523	0.001	7	30	297
SBS18	145.3232	216.5216	2.027640671915e-22	2.19149679755614e-40	1.4193484703405e-21	1.4193484703405e-21	1.5340477582893e-39	1.5340477582893e-39	625	2500	SBS40	0.05	1756210008	0.001	8	30	298
SBS18	151.7536	220.6752	1.78469811296887e-21	5.06533096867844e-44	1.07081886778132e-20	1.07081886778132e-20	3.03919858120706e-43	3.03919858120706e-43	625	2500	SBS40	0.05	1756210500	0.001	9	30	299
SBS18	152.1312	219.5744	1.93008511993417e-20	1.71840341611336e-41	1.54406809594734e-19	1.54406809594734e-19	1.37472273289069e-40	1.37472273289069e-40	625	2500	SBS40	0.05	1756210992	0.001	10	30	300
SBS5	1566.7712	1710.8928	1.27782550423678e-87	7.63218541527715e-56	1.02226040338942e-86	1.02226040338942e-86	6.10574833222172e-55	3.05287416611086e-55	625	2500	SBS40	0.1	1756211469	0.001	1	31	301
SBS5	1574.4032	1717.7504	5.08951689590368e-87	2.03563160230288e-53	4.07161351672295e-86	4.07161351672295e-86	1.62850528184231e-52	8.14252640921154e-53	625	2500	SBS40	0.1	1756211955	0.001	2	31	302
SBS5	1590.0272	1714.128	6.92864975848203e-70	1.77242571873569e-33	4.85005483093742e-69	4.85005483093742e-69	1.24069800311498e-32	6.2034900155749e-33	625	2500	SBS40	0.1	1756212475	0.001	3	31	303
SBS5	1580.0752	1703.776	2.57691964452733e-64	4.24321061971886e-35	2.06153571562186e-63	2.06153571562186e-63	3.39456849577509e-34	1.69728424788755e-34	625	2500	SBS40	0.1	1756212974	0.001	4	31	304
SBS5	1582.5456	1709.544	2.62837031618858e-73	1.572687524175e-42	1.57702218971315e-72	1.57702218971315e-72	9.43612514505e-42	4.718062572525e-42	625	2500	SBS40	0.1	1756213479	0.001	5	31	305
SBS5	1575.9104	1706.1088	9.01928120773579e-69	1.02995150239579e-43	5.41156872464148e-68	5.41156872464148e-68	6.17970901437476e-43	3.08985450718738e-43	625	2500	SBS40	0.1	1756213975	0.001	6	31	306
SBS5	1581.8656	1711.576	1.34377061741608e-70	6.70766674015385e-44	8.06262370449645e-70	8.06262370449645e-70	4.02460004409231e-43	2.01230002204616e-43	625	2500	SBS40	0.1	1756214495	0.001	7	31	307
SBS5	1571.2096	1703.0224	2.00777058285112e-69	6.94234699760171e-48	1.60621646628089e-68	1.60621646628089e-68	5.55387759808137e-47	2.77693879904068e-47	625	2500	SBS40	0.1	1756215016	0.001	8	31	308
SBS18	138.3296	264.6304	8.76740472539525e-68	2.98285852223704e-113	7.0139237803162e-67	7.0139237803162e-67	2.38628681778963e-112	2.38628681778963e-112	625	2500	SBS40	0.1	1756215529	0.001	9	31	309
SBS5	1584.744	1704.5184	8.37080766684115e-61	1.55917765765825e-34	6.69664613347292e-60	6.69664613347292e-60	1.2473421261266e-33	6.23671063063298e-34	625	2500	SBS40	0.1	1756216052	0.001	10	31	310
SBS5	1577.9472	1830.3552	4.84112020933241e-101	5.76984480588821e-128	4.35700818839917e-100	4.35700818839917e-100	5.19286032529939e-127	5.19286032529939e-127	625	2500	SBS40	0.2	1756216556	0.001	1	32	311
SBS5	1574.952	1819.456	3.5459919858006e-88	2.0230793487146e-118	3.5459919858006e-87	3.5459919858006e-87	2.0230793487146e-117	2.0230793487146e-117	625	2500	SBS40	0.2	1756217109	0.001	2	32	312
SBS5	1583.0992	1830.384	1.29760114131542e-99	7.3188774620396e-128	7.7856068478925e-99	7.7856068478925e-99	4.39132647722376e-127	4.39132647722376e-127	625	2500	SBS40	0.2	1756217640	0.001	3	32	313
SBS5	1569.7872	1832.0144	1.0123417203798e-110	4.02344599973126e-134	7.0863920426586e-110	7.0863920426586e-110	2.81641219981188e-133	2.81641219981188e-133	625	2500	SBS40	0.2	1756218169	0.001	4	32	314
SBS5	1579.7008	1821.5536	3.65629662624882e-88	5.88871508168082e-121	2.55940763837418e-87	2.55940763837418e-87	4.12210055717657e-120	4.12210055717657e-120	625	2500	SBS40	0.2	1756218701	0.001	5	32	315
SBS5	1579.3472	1833.0592	3.52390662507007e-103	5.10320932479412e-131	2.81912530005606e-102	2.81912530005606e-102	4.08256745983529e-130	4.08256745983529e-130	625	2500	SBS40	0.2	1756219248	0.001	6	32	316
SBS5	1585.5616	1836.4592	1.09096745204079e-110	7.97186390766154e-134	8.72773961632636e-110	8.72773961632636e-110	6.37749112612923e-133	6.37749112612923e-133	625	2500	SBS40	0.2	1756219803	0.001	7	32	317
SBS5	1577.8048	1828.9088	4.73347313320686e-100	6.11504389356557e-129	3.3134311932448e-99	3.3134311932448e-99	4.2805307254959e-128	4.2805307254959e-128	625	2500	SBS40	0.2	1756220359	0.001	8	32	318
SBS5	1587.456	1830.4832	3.51036433421497e-99	4.67473918467795e-132	2.80829146737198e-98	2.80829146737198e-98	3.73979134774236e-131	3.73979134774236e-131	625	2500	SBS40	0.2	1756220915	0.001	9	32	319
SBS5	1575.7072	1829.7856	4.9980323456913e-103	3.3321568336122e-127	3.49862264198391e-102	3.49862264198391e-102	2.33250978352854e-126	2.33250978352854e-126	625	2500	SBS40	0.2	1756221468	0.001	10	32	320
SBS10a	0	0.6	0.373900966300059	0.423710797166793	1	0.573350308490823	1	0.64099784216535	5	50	SBS2	0.02	1756221997	0.934	1	33	321
SBS15	0	1.8	0.373900966300059	0.423710797166793	1	0.640973085085815	1	0.726361366571646	5	50	SBS2	0.02	1756222060	0.296	2	33	322
SBS1	16	12.6	0.0852186240221703	0.113846298006658	1	0.407891963236428	1	0.462229960545593	5	50	SBS2	0.02	1756222122	0.17	3	33	323
SBS1	15.2	8	0.157753139817133	0.0936926194932482	1	0.436217794016735	1	0.494329263361259	5	50	SBS2	0.02	1756222183	0.199	4	33	324
SBS87	4.2	0	0.193564859864582	0.179712494879	1	0.407891963236428	1	0.462229960545593	5	50	SBS2	0.02	1756222244	0.195	5	33	325
SBS10a	0.8	0	0.373900966300059	0.423710797166793	1	0.498534621733412	1	0.564947729555724	5	50	SBS2	0.02	1756222305	0.696	6	33	326
SBS10b	3.8	0	0.090995529177281	0.0707011448659831	1	0.513128717463343	0.91911488325778	0.520810746759347	5	50	SBS2	0.02	1756222365	0.7	7	33	327
SBS15	2.2	0	0.373900966300059	0.423710797166793	1	0.524982342792444	1	0.564947729555724	5	50	SBS2	0.02	1756222426	0.768	8	33	328
SBS30	0	3.4	0.186556576147383	0.179712494879	1	0.39882769738673	1	0.45195818364458	5	50	SBS2	0.02	1756222484	0.988	9	33	329
SBS1	16.6	13.8	0.172949661044744	0.1732171126447	1	0.411291062930065	1	0.484754618137546	5	50	SBS2	0.02	1756222549	0.871	10	33	330
SBS16	0	1.8	0.373900966300059	0.423710797166793	1	0.560851449450088	1	0.63556619575019	5	50	SBS2	0.05	1756222600	0.128	1	34	331
SBS11	0	3.8	0.214316467751428	0.179712494879	1	0.607589070237596	1	0.612026707018701	5	50	SBS2	0.05	1756222662	0.869	2	34	332
SBS16	1.8	6.2	0.212097137934954	0.239316541221495	1	0.486071256190077	1	0.500749123924392	5	50	SBS2	0.05	1756222723	0.874	3	34	333
SBS16	3.8	0	0.178595278302822	0.179712494879	1	0.467376207875074	1	0.529638496458492	5	50	SBS2	0.05	1756222785	0.405	4	34	334
SBS2	0	3	0.0766781401876784	0.072005657555498	1	0.460185804676996	1	0.484240911047764	5	50	SBS2	0.05	1756222842	0.146	5	34	335
SBS5	18.6	25	0.0102666875482008	0.0196244149766397	0.133466938126611	0.133466938126611	0.255117394696316	0.255117394696316	5	50	SBS2	0.05	1756222905	0.515	6	34	336
SBS5	15.8	31.4	0.0526313180597115	0.0952380952380952	0.736838452835961	0.436217794016735	1	0.494329263361259	5	50	SBS2	0.05	1756222964	0.878	7	34	337
SBS42	9	0	0.0201728020657732	0.0253698598220537	0.262246426855051	0.262246426855051	0.329808177686698	0.329808177686698	5	50	SBS2	0.05	1756223027	0.255	8	34	338
SBS16	0	2.8	0.177807808356221	0.177015982874804	1	0.436217794016735	1	0.494329263361259	5	50	SBS2	0.05	1756223085	0.286	9	34	339
SBS6	4	0	0.202478959091675	0.179712494879	1	0.460185804676996	1	0.484240911047764	5	50	SBS2	0.05	1756223149	0.068	10	34	340
SBS2	0	4.2	0.0799596465455817	0.0707011448659831	0.879556112001399	0.456990069922294	0.777712593525814	0.517868752092747	5	50	SBS2	0.1	1756223196	0.008	1	35	341
SBS2	0	6.2	0.000442953272551329	0.00729035809153564	0.00487248599806462	0.00487248599806462	0.080193939006892	0.080193939006892	5	50	SBS2	0.1	1756223260	0.006	2	35	342
SBS2	0	4.4	0.116664101704797	0.0707011448659831	1	0.491508036654638	0.989816028123763	0.539268287303192	5	50	SBS2	0.1	1756223322	0.092	3	35	343
SBS2	0	3.8	0.090995529177281	0.0707011448659831	1	0.435031214429631	0.989816028123763	0.456303935410393	5	50	SBS2	0.1	1756223385	0.009	4	35	344
SBS1	12.8	18.6	0.0292183189130568	0.0344536370394713	0.409056464782795	0.402662579092371	0.482350918552598	0.456303935410393	5	50	SBS2	0.1	1756223443	0.005	5	35	345
SBS16	0	6.8	0.0757089249147927	0.072005657555498	0.984216023892305	0.441882960172797	0.936073548221474	0.500749123924392	5	50	SBS2	0.1	1756223507	0.53	6	35	346
SBS2	0	3.4	0.0720921085263094	0.0707011448659831	1	0.467376207875074	1	0.529638496458492	5	50	SBS2	0.1	1756223568	0.12	7	35	347
SBS2	0	4.2	0.0195754809042522	0.0248084245478095	0.215330289946774	0.215330289946774	0.272892670025905	0.272892670025905	5	50	SBS2	0.1	1756223631	0.024	8	35	348
SBS2	0	4.4	0.026901909157429	0.0248084245478095	0.376626728204006	0.376626728204006	0.347317943669333	0.347317943669333	5	50	SBS2	0.1	1756223693	0.017	9	35	349
SBS5	24.4	15.4	0.0795822907630884	0.0119252335930176	1	0.431424191884683	0.178878503895264	0.178878503895264	5	50	SBS2	0.1	1756223755	0.025	10	35	350
SBS2	0	7.4	0.0221962644311654	0.0253698598220537	0.28855143760515	0.28855143760515	0.329808177686698	0.329808177686698	5	50	SBS2	0.2	1756223808	0.008	1	36	351
SBS2	1	9.8	0.00104594816960123	0.00923673548680661	0.013597326204816	0.013597326204816	0.120077561328486	0.120077561328486	5	50	SBS2	0.2	1756223873	0.018	2	36	352
SBS2	0	11	6.41489258782111e-05	0.00669438144204366	0.000898084962294955	0.000898084962294955	0.0937213401886112	0.0937213401886112	5	50	SBS2	0.2	1756223932	0.004	3	36	353
SBS2	0	12.4	0.000180900070878483	0.00749495751693525	0.00235170092142028	0.00235170092142028	0.0974344477201582	0.0974344477201582	5	50	SBS2	0.2	1756223995	0.005	4	36	354
SBS2	0	10.6	3.16376583091807e-05	0.00729035809153564	0.000506202532946892	0.000506202532946892	0.11664572946457	0.11664572946457	5	50	SBS2	0.2	1756224053	0.006	5	36	355
SBS2	0	9.2	0.00198870956777851	0.00749495751693525	0.0258532243811206	0.0258532243811206	0.0974344477201582	0.0974344477201582	5	50	SBS2	0.2	1756224114	0.016	6	36	356
SBS2	0	9.2	0.000997208626051427	0.00749495751693525	0.01396092076472	0.01396092076472	0.104929405237093	0.104929405237093	5	50	SBS2	0.2	1756224172	0.025	7	36	357
SBS16	4.2	0	0.0704839969102199	0.0667980684751383	0.986775956743079	0.581623725355647	0.935172958651936	0.659105684481678	5	50	SBS2	0.2	1756224232	0.018	8	36	358
SBS2	0	10.4	0.00036002898517802	0.00749495751693525	0.00432034782213624	0.00432034782213624	0.089939490203223	0.089939490203223	5	50	SBS2	0.2	1756224291	0.003	9	36	359
SBS2	0	9.6	0.000144632903305496	0.00708872079398943	0.00202486064627694	0.00202486064627694	0.0992420911158521	0.0992420911158521	5	50	SBS2	0.2	1756224356	0.015	10	36	360
SBS92	0	1.88	0.161590861414003	0.161513318467542	1	0.513248872190869	1	0.572993865387249	25	50	SBS2	0.02	1756224407	0.247	1	37	361
SBS92	0	4.32	0.0458805317517347	0.0411962568131011	1	0.426895932104068	1	0.439637236870012	25	50	SBS2	0.02	1756224478	0.385	2	37	362
SBS33	0.56	0	0.161491902472853	0.161426004369272	1	0.417572917494898	1	0.461890479723926	25	50	SBS2	0.02	1756224549	0.173	3	37	363
SBS30	0	0.6	0.162462404752188	0.161513318467542	1	0.481198498350714	1	0.49884171810184	25	50	SBS2	0.02	1756224620	0.649	4	37	364
SBS6	0.6	3	0.0595311658545766	0.0975524222336758	1	0.461176969076061	1	0.474941439224725	25	50	SBS2	0.02	1756224692	0.407	5	37	365
SBS50	1.12	0	0.0884292765293438	0.0811678810492241	1	0.529893045881557	1	0.545708443225951	25	50	SBS2	0.02	1756224763	0.16	6	37	366
SBS88	0	1.88	0.0531596595873108	0.0412182474405711	1	0.409108601599732	1	0.432181891240462	25	50	SBS2	0.02	1756224835	0.317	7	37	367
SBS42	0	1.16	0.107837146815377	0.0811247918835483	1	0.545478135466309	1	0.532192444632119	25	50	SBS2	0.02	1756224907	0.854	8	37	368
SBS15	2.12	0.48	0.107364253775398	0.102460726767678	1	0.483137777127302	1	0.497557698235426	25	50	SBS2	0.02	1756224977	0.279	9	37	369
SBS5	19.84	23	0.080704606049135	0.100125522586373	1	0.499543134584935	1	0.514452696477715	25	50	SBS2	0.02	1756225052	0.412	10	37	370
SBS58	0	1.4	0.0864700460518228	0.0811678810492241	1	0.461176969076061	1	0.462068162336023	25	50	SBS2	0.05	1756225115	0.364	1	38	371
SBS6	1.76	0	0.0579109551931223	0.0412182474405711	1	0.372429899387342	1	0.383545589407286	25	50	SBS2	0.05	1756225188	0.011	2	38	372
SBS10b	0.2	1.52	0.0423932534430907	0.0427119824822804	1	0.448504244716743	1	0.461890479723926	25	50	SBS2	0.05	1756225264	0.032	3	38	373
SBS10a	0.52	0	0.0849284689633358	0.0811247918835483	1	0.540023354111646	1	0.617934560711739	25	50	SBS2	0.05	1756225336	0.26	4	38	374
SBS32	1.4	0	0.100095567572759	0.0811247918835483	1	0.420797418788295	1	0.418413370262494	25	50	SBS2	0.05	1756225408	0.251	5	38	375
SBS18	0.36	2.48	0.0583445622027848	0.0736426199450866	1	0.490930321919678	1	0.532192444632119	25	50	SBS2	0.05	1756225477	0.094	6	38	376
SBS7a	0	0.8	0.103431222273855	0.0811247918835483	1	0.498722866712054	1	0.490262130812619	25	50	SBS2	0.05	1756225547	0.11	7	38	377
SBS10b	0.24	1.08	0.155374059303013	0.167892808925418	1	0.503608482178772	1	0.520903513988408	25	50	SBS2	0.05	1756225618	0.161	8	38	378
SBS16	2.48	0.64	0.100120064228061	0.132344037749264	1	0.490930321919678	1	0.505582822400513	25	50	SBS2	0.05	1756225692	0.004	9	38	379
SBS10a	0	0.76	0.0463894382327424	0.0411962568131011	1	0.672015977672836	1	0.576747595383415	25	50	SBS2	0.05	1756225762	0.133	10	38	380
SBS2	0.28	2.68	0.000748783252439617	0.000885860124603066	0.0239610640780677	0.0239610640780677	0.0283475239872981	0.0283475239872981	25	50	SBS2	0.1	1756225827	0.001	1	39	381
SBS2	0	2.4	0.00132778345165709	0.000540909534328074	0.0424890704530267	0.0424890704530267	0.0173091050984984	0.0173091050984984	25	50	SBS2	0.1	1756225902	0.001	2	39	382
SBS2	0	3.72	3.08698748640068e-05	1.87411048278146e-05	0.000895226371056197	0.000895226371056197	0.000543492040006625	0.000543492040006625	25	50	SBS2	0.1	1756225974	0.001	3	39	383
SBS2	0.28	4.12	3.47326993637928e-05	4.73863690917404e-05	0.00104198098091378	0.00104198098091378	0.00142159107275221	0.00142159107275221	25	50	SBS2	0.1	1756226047	0.001	4	39	384
SBS2	0	3.52	2.7103850198699e-05	1.86721072765525e-05	0.00105705015774926	0.00105705015774926	0.000728212183785547	0.000728212183785547	25	50	SBS2	0.1	1756226117	0.001	5	39	385
SBS2	0	4.12	3.21070304521232e-06	2.89281527371548e-06	0.000105953200492007	0.000105953200492007	9.54629040326108e-05	9.54629040326108e-05	25	50	SBS2	0.1	1756226186	0.001	6	39	386
SBS2	0	4	2.82431122948451e-06	2.86515480229126e-06	8.19050256550508e-05	8.19050256550508e-05	8.30894892664467e-05	8.30894892664467e-05	25	50	SBS2	0.1	1756226259	0.001	7	39	387
SBS2	0	4.44	2.75791998889593e-07	3.80867000307033e-07	9.10113596335658e-06	9.10113596335658e-06	1.25686110101321e-05	1.25686110101321e-05	25	50	SBS2	0.1	1756226331	0.001	8	39	388
SBS2	0	3.84	4.94034458169905e-07	1.03702100513115e-06	1.58091026614369e-05	1.58091026614369e-05	3.31846721641968e-05	3.31846721641968e-05	25	50	SBS2	0.1	1756226407	0.001	9	39	389
SBS2	0	3.48	2.86244367515189e-05	1.83709180190492e-05	0.000915981976048606	0.000915981976048606	0.000587869376609574	0.000587869376609574	25	50	SBS2	0.1	1756226481	0.001	10	39	390
SBS2	0.28	10.2	2.33824196133956e-18	5.38990668149584e-10	5.61178070721495e-17	5.61178070721495e-17	1.293577603559e-08	1.293577603559e-08	25	50	SBS2	0.2	1756226542	0.001	1	40	391
SBS2	0	8.76	9.09580492814522e-10	1.42390487556869e-08	2.63778342916211e-08	2.63778342916211e-08	4.1293241391492e-07	4.1293241391492e-07	25	50	SBS2	0.2	1756226613	0.001	2	40	392
SBS2	0.16	10.04	3.85376750765514e-13	2.02001577273084e-09	1.07905490214344e-11	1.07905490214344e-11	5.65604416364636e-08	5.65604416364636e-08	25	50	SBS2	0.2	1756226682	0.001	3	40	393
SBS2	0	10.16	7.526977328117e-13	3.5160005202166e-10	2.48390251827861e-11	2.48390251827861e-11	1.16028017167148e-08	1.16028017167148e-08	25	50	SBS2	0.2	1756226752	0.001	4	40	394
SBS2	0	10.04	9.97320925824578e-12	1.25612753219752e-09	3.19142696263865e-10	3.19142696263865e-10	4.01960810303207e-08	4.01960810303207e-08	25	50	SBS2	0.2	1756226824	0.001	5	40	395
SBS2	0	10.08	3.18362356688483e-19	8.61360094389563e-11	1.01875954140315e-17	1.01875954140315e-17	2.7563523020466e-09	2.7563523020466e-09	25	50	SBS2	0.2	1756226895	0.001	6	40	396
SBS2	0	8.56	1.57980641634021e-09	1.294254551713e-08	4.89739989065467e-08	4.89739989065467e-08	4.01218911031031e-07	4.01218911031031e-07	25	50	SBS2	0.2	1756226966	0.001	7	40	397
SBS2	0	9	5.51873689270532e-12	1.24800914017127e-09	1.6556210678116e-10	1.6556210678116e-10	3.7440274205138e-08	3.7440274205138e-08	25	50	SBS2	0.2	1756227039	0.001	8	40	398
SBS2	0	10.44	3.03018514860986e-15	3.14241814063493e-10	8.48451841610761e-14	8.48451841610761e-14	8.79877079377781e-09	8.79877079377781e-09	25	50	SBS2	0.2	1756227114	0.001	9	40	399
SBS2	0	9.92	9.16982498989481e-13	1.24935893362032e-09	3.11774049656423e-11	3.11774049656423e-11	4.24782037430909e-08	4.24782037430909e-08	25	50	SBS2	0.2	1756227181	0.001	10	40	400
SBS2	0.032	0.232	0.0466782647818914	0.0549932158341757	1	0.620618446342858	1	0.590588998345808	125	50	SBS2	0.02	1756227243	0.018	1	41	401
SBS16	1.872	0.912	0.0344324017111135	0.0434596577167213	1	0.763442912360609	1	0.768081039038598	125	50	SBS2	0.02	1756227367	0.551	2	41	402
SBS6	1.488	0.6	0.0349051189394594	0.0329918829063234	1	0.581271075051999	1	0.574813890258333	125	50	SBS2	0.02	1756227488	0.046	3	41	403
SBS58	0.672	0.048	0.0113277413259228	0.0168394675510541	0.645681255577598	0.538242929738611	0.959849650410082	0.483292212113687	125	50	SBS2	0.02	1756227608	0.187	4	41	404
SBS19	0.544	0.088	0.0163486176942055	0.0290239157259247	0.964568443958125	0.588631836405311	1	0.576059329341244	125	50	SBS2	0.02	1756227728	0.003	5	41	405
SBS7a	0.032	0.248	0.0637490772974166	0.0963760129540717	1	0.597321316767773	1	0.602830812662188	125	50	SBS2	0.02	1756227848	0.318	6	41	406
SBS58	0.192	1.296	0.00317123346082939	0.00211271327419387	0.190274007649763	0.190274007649763	0.126762796451632	0.126762796451632	125	50	SBS2	0.02	1756227969	0.091	7	41	407
SBS2	0	0.368	0.00312732472395061	0.00231846081667896	0.172002859817284	0.172002859817284	0.127515344917343	0.127515344917343	125	50	SBS2	0.02	1756228089	0.163	8	41	408
SBS57	0	0.44	0.0292480607064048	0.0244166766856332	1	0.5619069572222	1	0.557372176457421	125	50	SBS2	0.02	1756228212	0.027	9	41	409
SBS5	21.12	23.464	0.00929153604948705	0.0122110550612799	0.548200626919736	0.377255448440489	0.720452248615513	0.511612365070392	125	50	SBS2	0.02	1756228335	0.056	10	41	410
SBS7a	0	0.592	0.00104854560911539	0.000720305989509124	0.0618641909378081	0.0400253876889792	0.0424980533810383	0.0304325144364989	125	50	SBS2	0.05	1756228448	0.001	1	42	411
SBS2	0.096	0.44	0.00833724099325492	0.0094722045203721	0.466885495622275	0.466885495622275	0.530443453140838	0.515524281173181	125	50	SBS2	0.05	1756228574	0.001	2	42	412
SBS2	0.024	0.496	0.000694820119156651	0.000903228240508151	0.0396047467919291	0.0396047467919291	0.0514840097089646	0.0514840097089646	125	50	SBS2	0.05	1756228697	0.001	3	42	413
SBS2	0.04	0.376	0.00849982900847082	0.00579632943479132	0.509989740508249	0.276474371712946	0.347779766087479	0.224298686097978	125	50	SBS2	0.05	1756228821	0.001	4	42	414
SBS2	0.064	0.488	0.00484097118890731	0.00571740161666985	0.290458271334438	0.241219251224707	0.343044097000191	0.211573770445529	125	50	SBS2	0.05	1756228955	0.001	5	42	415
SBS54	0.192	0.888	0.00561658749033222	0.00796267376821059	0.308912311968272	0.307868343759014	0.437947057251583	0.197264819939129	125	50	SBS2	0.05	1756229092	0.001	6	42	416
SBS2	0.12	0.736	0.000528261212447485	0.000834755472876962	0.0274695830472692	0.0274695830472692	0.043407284589602	0.043407284589602	125	50	SBS2	0.05	1756229214	0.001	7	42	417
SBS2	0.024	0.536	0.000234503374387088	0.000280243809076791	0.0128976855912898	0.0128976855912898	0.0154134094992235	0.0154134094992235	125	50	SBS2	0.05	1756229341	0.001	8	42	418
SBS2	0.064	0.456	0.0031263373130204	0.00338130084487593	0.168822214903102	0.168822214903102	0.1825902456233	0.1825902456233	125	50	SBS2	0.05	1756229471	0.001	9	42	419
SBS2	0.096	0.648	0.0010504114418314	0.00164005514376262	0.0598734521843897	0.0598734521843897	0.0934831431944694	0.0934831431944694	125	50	SBS2	0.05	1756229595	0.001	10	42	420
SBS2	0.104	3.664	4.97719044929521e-22	8.44114029585365e-22	2.73745474711237e-20	2.73745474711237e-20	4.64262716271951e-20	4.64262716271951e-20	125	50	SBS2	0.1	1756229708	0.001	1	43	421
SBS2	0.024	3.416	9.43162259095659e-22	4.74001613270249e-22	5.47034110275482e-20	5.47034110275482e-20	2.74920935696744e-20	2.74920935696744e-20	125	50	SBS2	0.1	1756229835	0.001	2	43	422
SBS2	0.04	3.424	1.43504981186029e-22	2.77553203612445e-22	7.31875404048748e-21	7.31875404048748e-21	1.41552133842347e-20	1.41552133842347e-20	125	50	SBS2	0.1	1756229962	0.001	3	43	423
SBS2	0.104	3.304	6.88901940246519e-21	8.02328478856962e-21	3.7200704773312e-19	3.7200704773312e-19	4.3325737858276e-19	4.3325737858276e-19	125	50	SBS2	0.1	1756230091	0.001	4	43	424
SBS2	0.032	4.048	1.35209442394085e-26	1.09986613493749e-25	7.43651933167467e-25	7.43651933167467e-25	6.04926374215619e-24	6.04926374215619e-24	125	50	SBS2	0.1	1756230217	0.001	5	43	425
SBS2	0.08	3.6	1.03574219350307e-22	2.09263004788251e-22	5.80015628361719e-21	5.80015628361719e-21	1.17187282681421e-20	1.17187282681421e-20	125	50	SBS2	0.1	1756230350	0.001	6	43	426
SBS2	0.08	3.672	7.0881053874669e-22	1.08239284621093e-21	3.68581480148279e-20	3.68581480148279e-20	5.62844280029683e-20	5.62844280029683e-20	125	50	SBS2	0.1	1756230482	0.001	7	43	427
SBS2	0.112	4.032	1.72187455643018e-24	4.16608171981454e-24	9.47031006036601e-23	9.47031006036601e-23	2.291344945898e-22	2.291344945898e-22	125	50	SBS2	0.1	1756230611	0.001	8	43	428
SBS2	0.104	3.488	1.20898078731414e-19	1.9298594268937e-19	7.25388472388484e-18	7.25388472388484e-18	1.15791565613622e-17	1.15791565613622e-17	125	50	SBS2	0.1	1756230743	0.001	9	43	429
SBS2	0.144	3.736	9.60150771833243e-22	4.23134941677277e-21	5.37684432226616e-20	5.37684432226616e-20	2.36955567339275e-19	2.36955567339275e-19	125	50	SBS2	0.1	1756230880	0.001	10	43	430
SBS2	0.056	9.768	1.92871992129251e-54	3.15435472227831e-41	1.08008315592381e-52	1.08008315592381e-52	1.76643864447585e-39	1.76643864447585e-39	125	50	SBS2	0.2	1756231001	0.001	1	44	431
SBS2	0	9.608	2.17675191864775e-59	2.37332676727245e-43	1.08837595932387e-57	1.08837595932387e-57	1.18666338363622e-41	1.18666338363622e-41	125	50	SBS2	0.2	1756231136	0.001	2	44	432
SBS2	0	9.776	7.18881128525955e-56	3.06856527768287e-42	4.02573431974535e-54	4.02573431974535e-54	1.71839655550241e-40	1.71839655550241e-40	125	50	SBS2	0.2	1756231265	0.001	3	44	433
SBS2	0	9.296	7.68308889547473e-56	1.04488817588485e-41	3.99520622564686e-54	3.99520622564686e-54	5.43341851460121e-40	5.43341851460121e-40	125	50	SBS2	0.2	1756231402	0.001	4	44	434
SBS2	0.04	9.568	7.77899308374757e-53	6.56514803893757e-41	4.04507640354874e-51	4.04507640354874e-51	3.41387698024754e-39	3.41387698024754e-39	125	50	SBS2	0.2	1756231550	0.001	5	44	435
SBS2	0.104	8.992	1.25123987447534e-44	1.10691104435768e-36	6.75669532216685e-43	6.75669532216685e-43	5.97731963953145e-35	5.97731963953145e-35	125	50	SBS2	0.2	1756231694	0.001	6	44	436
SBS2	0.072	9.072	6.08057084331106e-56	9.7607107217835e-41	3.28350825538797e-54	3.28350825538797e-54	5.27078378976309e-39	5.27078378976309e-39	125	50	SBS2	0.2	1756231835	0.001	7	44	437
SBS2	0.04	9.4	2.02455168759641e-48	2.67715545886141e-39	1.11350342817803e-46	1.11350342817803e-46	1.47243550237377e-37	1.47243550237377e-37	125	50	SBS2	0.2	1756231977	0.001	8	44	438
SBS2	0.04	9.584	2.79995796287487e-52	6.58551559625378e-41	1.45597814069493e-50	1.45597814069493e-50	3.42446811005197e-39	3.42446811005197e-39	125	50	SBS2	0.2	1756232117	0.001	9	44	439
SBS2	0.12	9.2	2.70825071555645e-52	7.09620572663202e-40	1.51662040071161e-50	1.51662040071161e-50	3.97387520691393e-38	3.97387520691393e-38	125	50	SBS2	0.2	1756232255	0.001	10	44	440
SBS39	0.3472	0	0.000219182874732071	0.000169387394100773	0.0155619841059771	0.0155619841059771	0.0120265049811549	0.0120265049811549	625	50	SBS2	0.02	1756232385	0.001	1	45	441
SBS18	0.8496	0.3056	0.000227631315518316	0.000349007642915851	0.0161618234018005	0.011147443703749	0.0247795426470254	0.0123897713235127	625	50	SBS2	0.02	1756232828	0.001	2	45	442
